,Cat.Sel,Group.Description,Desc,Qty,RCV,group_1,group_2,group_3,buildarchtype
12663,DRY.1/2,EntryFoyer,"1/2"" drywall - hung, taped, floated, ready for paint",200,640.8,EntryFoyer,main,Entry Foyer,R_2-M-BU-ST
12664,PNT.B,EntryFoyer,Paint baseboard - one coat,25,27.31,EntryFoyer,main,Entry Foyer,R_2-M-BU-ST
12665,FNC.B3,EntryFoyer,"Baseboard - 3 1/4""",25,153.6,EntryFoyer,main,Entry Foyer,R_2-M-BU-ST
12666,DRY.1/2,EntryFoyer,"1/2"" drywall - hung, taped, floated, ready for paint",38.22,122.47,EntryFoyer,main,Entry Foyer,R_2-M-BU-ST
12667,PNT.S,EntryFoyer,Seal the surface area w/latex based stain blocker - one coat,38.22,28.9,EntryFoyer,main,Entry Foyer,R_2-M-BU-ST
12668,PNT.P,EntryFoyer,Paint the surface area - one coat,38.22,31.65,EntryFoyer,main,Entry Foyer,R_2-M-BU-ST
12669,FCV.PLK,EntryFoyer,Vinyl plank flooring,8.03,54.83,EntryFoyer,main,Entry Foyer,R_2-M-BU-ST
12670,FCV.AV,EntryFoyer,Vinyl floor covering (sheet goods),8.79,62.44,EntryFoyer,main,Entry Foyer,R_2-M-BU-ST
12671,FCW.LAM,EntryFoyer,Snaplock Laminate - simulated wood flooring,9.24,60.55,EntryFoyer,main,Entry Foyer,R_2-M-BU-ST
12672,FCW.FIN,EntryFoyer,Sand & finish wood floor (natural finish),9.24,39.7,EntryFoyer,main,Entry Foyer,R_2-M-BU-ST
12673,FCW.AV,EntryFoyer,Oak flooring - #1 common - no finish,9.24,96.47,EntryFoyer,main,Entry Foyer,R_2-M-BU-ST
12674,FCC.PAD,EntryFoyer,Carpet pad,8.79,8.32,EntryFoyer,main,Entry Foyer,R_2-M-BU-ST
12675,FCC.AV,EntryFoyer,Carpet,8.79,56.23,EntryFoyer,main,Entry Foyer,R_2-M-BU-ST
12676,TIL.BMUD,Bath,Mortar bed for tile,50,528.6,Bath,upper,Full Bath,R_2-M-BU-ST
12677,TIL.TUB,Bath,Tile tub surround - up to 60 SF,1,1298.04,Bath,upper,Full Bath,R_2-M-BU-ST
12678,FNH.TR-,Bath,Towel ring - Standard grade,1,33.08,Bath,upper,Full Bath,R_2-M-BU-ST
12679,FNH.TP-,Bath,Toilet paper holder - Standard grade,1,29.91,Bath,upper,Full Bath,R_2-M-BU-ST
12680,FNH.TBAR-,Bath,Towel bar - Standard grade,1,31.1,Bath,upper,Full Bath,R_2-M-BU-ST
12681,PNT.SHW,Bath,"Seal & paint wood shelving, 12""- 24"" width",10,53.28,Bath,upper,Full Bath,R_2-M-BU-ST
12682,FNC.SH16,Bath,"Shelving - 16"" - in place",10,138.6,Bath,upper,Full Bath,R_2-M-BU-ST
12683,ELE.OS,Bath,Outlet,2,31.84,Bath,upper,Full Bath,R_2-M-BU-ST
12684,MSD.AV,Bath,"Mirror - 1/4"" plate glass",6,134.86,Bath,upper,Full Bath,R_2-M-BU-ST
12685,PLM.RFIXP-,Bath,Rough-in plumbing - per fixture - w/PEX - Branch system,0.75,495.59,Bath,upper,Full Bath,R_2-M-BU-ST
12686,PLM.RFIXP-,Bath,Rough-in plumbing - per fixture - w/PEX - Branch system,0.75,495.59,Bath,upper,Full Bath,R_2-M-BU-ST
12687,PLM.RFIXP-,Bath,Rough-in plumbing - per fixture - w/PEX - Branch system,0.25,165.2,Bath,upper,Full Bath,R_2-M-BU-ST
12688,PLM.RFIXP-,Bath,Rough-in plumbing - per fixture - w/PEX - Branch system,0.25,165.2,Bath,upper,Full Bath,R_2-M-BU-ST
12689,PLM.TLTS-,Bath,Toilet seat - Standard grade,1,47.31,Bath,upper,Full Bath,R_2-M-BU-ST
12690,PLM.TLT-,Bath,Toilet - Standard grade,1,503.01,Bath,upper,Full Bath,R_2-M-BU-ST
12691,PLM.TUB-,Bath,Bathtub - Standard grade,1,927.6,Bath,upper,Full Bath,R_2-M-BU-ST
12692,FNH.SROD,Bath,Shower curtain rod,1,41.42,Bath,upper,Full Bath,R_2-M-BU-ST
12693,PLM.TSFAU-,Bath,Tub/shower faucet - Standard grade,1,311.06,Bath,upper,Full Bath,R_2-M-BU-ST
12694,HVC.DCTFN3,Bath,"Ductwork - flexible - non-insulated - 3"" round",10,78.84,Bath,upper,Full Bath,R_2-M-BU-ST
12695,HVC.BVENT-,Bath,Bathroom ventilation fan - Standard grade,1,107.5,Bath,upper,Full Bath,R_2-M-BU-ST
12696,LIT.BAR4,Bath,Light bar - 4 lights,1,107.35,Bath,upper,Full Bath,R_2-M-BU-ST
12697,FNH.DORH-,Bath,Door knob - interior - Standard grade,1,48.16,Bath,upper,Full Bath,R_2-M-BU-ST
12698,PNT.DOR,Bath,Paint door slab only - 2 coats (per side),2,93.44,Bath,upper,Full Bath,R_2-M-BU-ST
12699,PNT.DORT,Bath,Paint door/window trim & jamb - 2 coats (per side),2,75.26,Bath,upper,Full Bath,R_2-M-BU-ST
12700,DOR.AV-,Bath,Interior door unit - Standard grade,1,350.98,Bath,upper,Full Bath,R_2-M-BU-ST
12701,ELE.GFI,Bath,Ground fault interrupter (GFI) outlet,1,44.4,Bath,upper,Full Bath,R_2-M-BU-ST
12702,CAB.VAN-,Bath,Vanity - Standard grade,3,537.84,Bath,upper,Full Bath,R_2-M-BU-ST
12703,CAB.CTFSPL4,Bath,"4"" backsplash for flat laid countertop",3,34.7,Bath,upper,Full Bath,R_2-M-BU-ST
12704,CAB.CTFL-,Bath,Countertop - flat laid plastic laminate - Standard grade,3,134.53,Bath,upper,Full Bath,R_2-M-BU-ST
12705,PLM.FAUBA-,Bath,Sink faucet - Bathroom - Standard grade,1,212.32,Bath,upper,Full Bath,R_2-M-BU-ST
12706,PLM.RFIXP-,Bath,Rough-in plumbing - per fixture - w/PEX - Branch system,0.75,495.59,Bath,upper,Full Bath,R_2-M-BU-ST
12707,PLM.RFIXP-,Bath,Rough-in plumbing - per fixture - w/PEX - Branch system,0.25,165.2,Bath,upper,Full Bath,R_2-M-BU-ST
12708,PLM.SNK-,Bath,Sink - single - Standard grade,1,238.07,Bath,upper,Full Bath,R_2-M-BU-ST
12709,PNT.SP,Bath,Seal/prime (1 coat) then paint (1 coat) the surface area,186.67,219.52,Bath,upper,Full Bath,R_2-M-BU-ST
12710,DRY.1/2,Bath,"1/2"" drywall - hung, taped, floated, ready for paint",186.67,598.09,Bath,upper,Full Bath,R_2-M-BU-ST
12711,PNT.B,Bath,Paint baseboard - one coat,11.67,12.74,Bath,upper,Full Bath,R_2-M-BU-ST
12712,FNC.B3,Bath,"Baseboard - 3 1/4""",11.67,71.71,Bath,upper,Full Bath,R_2-M-BU-ST
12713,DRY.1/2,Bath,"1/2"" drywall - hung, taped, floated, ready for paint",32.25,103.33,Bath,upper,Full Bath,R_2-M-BU-ST
12714,PNT.S,Bath,Seal the surface area w/latex based stain blocker - one coat,32.25,24.38,Bath,upper,Full Bath,R_2-M-BU-ST
12715,PNT.P,Bath,Paint the surface area - one coat,32.25,26.71,Bath,upper,Full Bath,R_2-M-BU-ST
12716,FCV.PLK,Bath,Vinyl plank flooring,6.77,46.22,Bath,upper,Full Bath,R_2-M-BU-ST
12717,FCV.AV,Bath,Vinyl floor covering (sheet goods),7.42,52.71,Bath,upper,Full Bath,R_2-M-BU-ST
12718,FCW.LAM,Bath,Snaplock Laminate - simulated wood flooring,8.05,52.75,Bath,upper,Full Bath,R_2-M-BU-ST
12719,FCW.FIN,Bath,Sand & finish wood floor (natural finish),8.05,34.58,Bath,upper,Full Bath,R_2-M-BU-ST
12720,FCW.AV,Bath,Oak flooring - #1 common - no finish,8.05,84.04,Bath,upper,Full Bath,R_2-M-BU-ST
12721,FCC.PAD,Bath,Carpet pad,7.42,7.04,Bath,upper,Full Bath,R_2-M-BU-ST
12722,FCC.AV,Bath,Carpet,7.42,47.47,Bath,upper,Full Bath,R_2-M-BU-ST
12723,ELE.OS,Bath3,Outlet,2,31.84,Bath3,main,Half Bath,R_2-M-BU-ST
12724,ELE.GFI,Bath3,Ground fault interrupter (GFI) outlet,1,44.4,Bath3,main,Half Bath,R_2-M-BU-ST
12725,FNH.TBAR,Bath3,Towel bar,1,43.91,Bath3,main,Half Bath,R_2-M-BU-ST
12726,PNT.SHW,Bath3,"Seal & paint wood shelving, 12""- 24"" width",10,53.28,Bath3,main,Half Bath,R_2-M-BU-ST
12727,FNC.SH16,Bath3,"Shelving - 16"" - in place",10,138.6,Bath3,main,Half Bath,R_2-M-BU-ST
12728,MSD.AV,Bath3,"Mirror - 1/4"" plate glass",6,134.86,Bath3,main,Half Bath,R_2-M-BU-ST
12729,PLM.RFIXP-,Bath3,Rough-in plumbing - per fixture - w/PEX - Branch system,0.75,495.59,Bath3,main,Half Bath,R_2-M-BU-ST
12730,PLM.RFIXP-,Bath3,Rough-in plumbing - per fixture - w/PEX - Branch system,0.25,165.2,Bath3,main,Half Bath,R_2-M-BU-ST
12731,PLM.TLTS-,Bath3,Toilet seat - Standard grade,1,47.31,Bath3,main,Half Bath,R_2-M-BU-ST
12732,PLM.TLT-,Bath3,Toilet - Standard grade,1,503.01,Bath3,main,Half Bath,R_2-M-BU-ST
12733,HVC.DCTFN3,Bath3,"Ductwork - flexible - non-insulated - 3"" round",10,78.84,Bath3,main,Half Bath,R_2-M-BU-ST
12734,HVC.BVENT-,Bath3,Bathroom ventilation fan - Standard grade,1,107.5,Bath3,main,Half Bath,R_2-M-BU-ST
12735,LIT.BAR3,Bath3,Light bar - 3 lights,1,90.8,Bath3,main,Half Bath,R_2-M-BU-ST
12736,FNH.DORH-,Bath3,Door knob - interior - Standard grade,1,48.16,Bath3,main,Half Bath,R_2-M-BU-ST
12737,PNT.DOR,Bath3,Paint door slab only - 2 coats (per side),2,93.44,Bath3,main,Half Bath,R_2-M-BU-ST
12738,PNT.DORT,Bath3,Paint door/window trim & jamb - 2 coats (per side),2,75.26,Bath3,main,Half Bath,R_2-M-BU-ST
12739,DOR.WDPNL,Bath3,Wood door - panel - solid pine,1,386.42,Bath3,main,Half Bath,R_2-M-BU-ST
12740,CAB.VAN-,Bath3,Vanity - Standard grade,2.5,448.2,Bath3,main,Half Bath,R_2-M-BU-ST
12741,CAB.CTFSPL4,Bath3,"4"" backsplash for flat laid countertop",2.5,28.92,Bath3,main,Half Bath,R_2-M-BU-ST
12742,CAB.CTFL-,Bath3,Countertop - flat laid plastic laminate - Standard grade,2.5,112.11,Bath3,main,Half Bath,R_2-M-BU-ST
12743,PLM.FAUBA-,Bath3,Sink faucet - Bathroom - Standard grade,1,212.32,Bath3,main,Half Bath,R_2-M-BU-ST
12744,PLM.RFIXP-,Bath3,Rough-in plumbing - per fixture - w/PEX - Branch system,0.75,495.59,Bath3,main,Half Bath,R_2-M-BU-ST
12745,PLM.RFIXP-,Bath3,Rough-in plumbing - per fixture - w/PEX - Branch system,0.25,165.2,Bath3,main,Half Bath,R_2-M-BU-ST
12746,PLM.SNK-,Bath3,Sink - single - Standard grade,1,238.07,Bath3,main,Half Bath,R_2-M-BU-ST
12747,PNT.SP,Bath3,Seal/prime (1 coat) then paint (1 coat) the surface area,144,169.34,Bath3,main,Half Bath,R_2-M-BU-ST
12748,DRY.1/2,Bath3,"1/2"" drywall - hung, taped, floated, ready for paint",144,461.38,Bath3,main,Half Bath,R_2-M-BU-ST
12749,PNT.B,Bath3,Paint baseboard - one coat,9,9.83,Bath3,main,Half Bath,R_2-M-BU-ST
12750,FNC.B3,Bath3,"Baseboard - 3 1/4""",9,55.3,Bath3,main,Half Bath,R_2-M-BU-ST
12751,DRY.1/2,Bath3,"1/2"" drywall - hung, taped, floated, ready for paint",20.25,64.89,Bath3,main,Half Bath,R_2-M-BU-ST
12752,PNT.S,Bath3,Seal the surface area w/latex based stain blocker - one coat,20.25,15.32,Bath3,main,Half Bath,R_2-M-BU-ST
12753,PNT.P,Bath3,Paint the surface area - one coat,20.25,16.77,Bath3,main,Half Bath,R_2-M-BU-ST
12754,FCV.PLK,Bath3,Vinyl plank flooring,4.25,29.02,Bath3,main,Half Bath,R_2-M-BU-ST
12755,FCV.AV,Bath3,Vinyl floor covering (sheet goods),4.66,33.11,Bath3,main,Half Bath,R_2-M-BU-ST
12756,FCW.LAM,Bath3,Snaplock Laminate - simulated wood flooring,5.65,37.03,Bath3,main,Half Bath,R_2-M-BU-ST
12757,FCW.FIN,Bath3,Sand & finish wood floor (natural finish),5.65,24.27,Bath3,main,Half Bath,R_2-M-BU-ST
12758,FCW.AV,Bath3,Oak flooring - #1 common - no finish,5.65,59,Bath3,main,Half Bath,R_2-M-BU-ST
12759,FCC.PAD,Bath3,Carpet pad,4.66,4.42,Bath3,main,Half Bath,R_2-M-BU-ST
12760,FCC.AV,Bath3,Carpet,4.66,29.8,Bath3,main,Half Bath,R_2-M-BU-ST
12761,TIL.BMUD,Bath2,Mortar bed for tile,50,528.6,Bath2,upper,Full Bath,R_2-M-BU-ST
12762,TIL.TUB,Bath2,Tile tub surround - up to 60 SF,1,1298.04,Bath2,upper,Full Bath,R_2-M-BU-ST
12763,FNH.TR-,Bath2,Towel ring - Standard grade,1,33.08,Bath2,upper,Full Bath,R_2-M-BU-ST
12764,FNH.TP-,Bath2,Toilet paper holder - Standard grade,1,29.91,Bath2,upper,Full Bath,R_2-M-BU-ST
12765,FNH.TBAR-,Bath2,Towel bar - Standard grade,1,31.1,Bath2,upper,Full Bath,R_2-M-BU-ST
12766,PNT.SHW,Bath2,"Seal & paint wood shelving, 12""- 24"" width",10,53.28,Bath2,upper,Full Bath,R_2-M-BU-ST
12767,FNC.SH16,Bath2,"Shelving - 16"" - in place",10,138.6,Bath2,upper,Full Bath,R_2-M-BU-ST
12768,ELE.OS,Bath2,Outlet,2,31.84,Bath2,upper,Full Bath,R_2-M-BU-ST
12769,MSD.AV,Bath2,"Mirror - 1/4"" plate glass",6,134.86,Bath2,upper,Full Bath,R_2-M-BU-ST
12770,PLM.RFIXP-,Bath2,Rough-in plumbing - per fixture - w/PEX - Branch system,0.75,495.59,Bath2,upper,Full Bath,R_2-M-BU-ST
12771,PLM.RFIXP-,Bath2,Rough-in plumbing - per fixture - w/PEX - Branch system,0.75,495.59,Bath2,upper,Full Bath,R_2-M-BU-ST
12772,PLM.RFIXP-,Bath2,Rough-in plumbing - per fixture - w/PEX - Branch system,0.25,165.2,Bath2,upper,Full Bath,R_2-M-BU-ST
12773,PLM.RFIXP-,Bath2,Rough-in plumbing - per fixture - w/PEX - Branch system,0.25,165.2,Bath2,upper,Full Bath,R_2-M-BU-ST
12774,PLM.TLTS-,Bath2,Toilet seat - Standard grade,1,47.31,Bath2,upper,Full Bath,R_2-M-BU-ST
12775,PLM.TLT-,Bath2,Toilet - Standard grade,1,503.01,Bath2,upper,Full Bath,R_2-M-BU-ST
12776,PLM.TUB-,Bath2,Bathtub - Standard grade,1,927.6,Bath2,upper,Full Bath,R_2-M-BU-ST
12777,FNH.SROD,Bath2,Shower curtain rod,1,41.42,Bath2,upper,Full Bath,R_2-M-BU-ST
12778,PLM.TSFAU-,Bath2,Tub/shower faucet - Standard grade,1,311.06,Bath2,upper,Full Bath,R_2-M-BU-ST
12779,HVC.DCTFN3,Bath2,"Ductwork - flexible - non-insulated - 3"" round",10,78.84,Bath2,upper,Full Bath,R_2-M-BU-ST
12780,HVC.BVENT-,Bath2,Bathroom ventilation fan - Standard grade,1,107.5,Bath2,upper,Full Bath,R_2-M-BU-ST
12781,LIT.BAR4,Bath2,Light bar - 4 lights,1,107.35,Bath2,upper,Full Bath,R_2-M-BU-ST
12782,FNH.DORH-,Bath2,Door knob - interior - Standard grade,1,48.16,Bath2,upper,Full Bath,R_2-M-BU-ST
12783,PNT.DOR,Bath2,Paint door slab only - 2 coats (per side),2,93.44,Bath2,upper,Full Bath,R_2-M-BU-ST
12784,PNT.DORT,Bath2,Paint door/window trim & jamb - 2 coats (per side),2,75.26,Bath2,upper,Full Bath,R_2-M-BU-ST
12785,DOR.AV-,Bath2,Interior door unit - Standard grade,1,350.98,Bath2,upper,Full Bath,R_2-M-BU-ST
12786,ELE.GFI,Bath2,Ground fault interrupter (GFI) outlet,1,44.4,Bath2,upper,Full Bath,R_2-M-BU-ST
12787,CAB.VAN-,Bath2,Vanity - Standard grade,3,537.84,Bath2,upper,Full Bath,R_2-M-BU-ST
12788,CAB.CTFSPL4,Bath2,"4"" backsplash for flat laid countertop",3,34.7,Bath2,upper,Full Bath,R_2-M-BU-ST
12789,CAB.CTFL-,Bath2,Countertop - flat laid plastic laminate - Standard grade,3,134.53,Bath2,upper,Full Bath,R_2-M-BU-ST
12790,PLM.FAUBA-,Bath2,Sink faucet - Bathroom - Standard grade,1,212.32,Bath2,upper,Full Bath,R_2-M-BU-ST
12791,PLM.RFIXP-,Bath2,Rough-in plumbing - per fixture - w/PEX - Branch system,0.75,495.59,Bath2,upper,Full Bath,R_2-M-BU-ST
12792,PLM.RFIXP-,Bath2,Rough-in plumbing - per fixture - w/PEX - Branch system,0.25,165.2,Bath2,upper,Full Bath,R_2-M-BU-ST
12793,PLM.SNK-,Bath2,Sink - single - Standard grade,1,238.07,Bath2,upper,Full Bath,R_2-M-BU-ST
12794,PNT.SP,Bath2,Seal/prime (1 coat) then paint (1 coat) the surface area,186.67,219.52,Bath2,upper,Full Bath,R_2-M-BU-ST
12795,DRY.1/2,Bath2,"1/2"" drywall - hung, taped, floated, ready for paint",186.67,598.09,Bath2,upper,Full Bath,R_2-M-BU-ST
12796,PNT.B,Bath2,Paint baseboard - one coat,11.67,12.74,Bath2,upper,Full Bath,R_2-M-BU-ST
12797,FNC.B3,Bath2,"Baseboard - 3 1/4""",11.67,71.71,Bath2,upper,Full Bath,R_2-M-BU-ST
12798,DRY.1/2,Bath2,"1/2"" drywall - hung, taped, floated, ready for paint",32.25,103.33,Bath2,upper,Full Bath,R_2-M-BU-ST
12799,PNT.S,Bath2,Seal the surface area w/latex based stain blocker - one coat,32.25,24.38,Bath2,upper,Full Bath,R_2-M-BU-ST
12800,PNT.P,Bath2,Paint the surface area - one coat,32.25,26.71,Bath2,upper,Full Bath,R_2-M-BU-ST
12801,FCV.PLK,Bath2,Vinyl plank flooring,6.77,46.22,Bath2,upper,Full Bath,R_2-M-BU-ST
12802,FCV.AV,Bath2,Vinyl floor covering (sheet goods),7.42,52.71,Bath2,upper,Full Bath,R_2-M-BU-ST
12803,FCW.LAM,Bath2,Snaplock Laminate - simulated wood flooring,8.05,52.75,Bath2,upper,Full Bath,R_2-M-BU-ST
12804,FCW.FIN,Bath2,Sand & finish wood floor (natural finish),8.05,34.58,Bath2,upper,Full Bath,R_2-M-BU-ST
12805,FCW.AV,Bath2,Oak flooring - #1 common - no finish,8.05,84.04,Bath2,upper,Full Bath,R_2-M-BU-ST
12806,FCC.PAD,Bath2,Carpet pad,7.42,7.04,Bath2,upper,Full Bath,R_2-M-BU-ST
12807,FCC.AV,Bath2,Carpet,7.42,47.47,Bath2,upper,Full Bath,R_2-M-BU-ST
12808,PLM.WBOX,LaundryRoom,Washing machine outlet box with valves,1,254.48,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12809,ELE.OL220,LaundryRoom,220 volt outlet,1,39.72,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12810,ELE.GFI,LaundryRoom,Ground fault interrupter (GFI) outlet,1,44.4,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12811,ELE.OS,LaundryRoom,Outlet,1,15.93,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12812,PLM.RGHFIX,LaundryRoom,Rough-in plumbing - per fixture,1,786.87,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12813,LIT.AV-,LaundryRoom,Light fixture - Standard grade,1,57.68,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12814,FNH.DORH,LaundryRoom,Door knob - interior,1,57.56,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12815,PNT.DOR,LaundryRoom,Paint door slab only - 2 coats (per side),2,93.44,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12816,PNT.DORT,LaundryRoom,Paint door/window trim & jamb - 2 coats (per side),2,75.26,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12817,DOR.AV,LaundryRoom,Interior door unit,1,438.11,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12818,CAB.UP,LaundryRoom,Cabinetry - upper (wall) units,3,576.47,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12819,PNT.SP,LaundryRoom,Seal/prime (1 coat) then paint (1 coat) the surface area,172,202.28,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12820,DRY.1/2,LaundryRoom,"1/2"" drywall - hung, taped, floated, ready for paint",172,551.08,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12821,PNT.B,LaundryRoom,Paint baseboard - one coat,21.5,23.49,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12822,FNC.B3,LaundryRoom,"Baseboard - 3 1/4""",21.5,132.1,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12823,DRY.1/2,LaundryRoom,"1/2"" drywall - hung, taped, floated, ready for paint",28.13,90.13,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12824,PNT.S,LaundryRoom,Seal the surface area w/latex based stain blocker - one coat,28.13,21.26,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12825,PNT.P,LaundryRoom,Paint the surface area - one coat,28.13,23.29,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12826,FCV.PLK,LaundryRoom,Vinyl plank flooring,5.91,40.35,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12827,FCV.AV,LaundryRoom,Vinyl floor covering (sheet goods),6.47,45.96,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12828,FCW.LAM,LaundryRoom,Snaplock Laminate - simulated wood flooring,7.23,47.38,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12829,FCW.FIN,LaundryRoom,Sand & finish wood floor (natural finish),7.23,31.06,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12830,FCW.AV,LaundryRoom,Oak flooring - #1 common - no finish,7.23,75.48,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12831,FCC.PAD,LaundryRoom,Carpet pad,6.47,6.13,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12832,FCC.AV,LaundryRoom,Carpet,6.47,41.39,LaundryRoom,upper,Laundry Room,R_2-M-BU-ST
12833,ELE.OS,UtilityRoom,Outlet,6,95.54,UtilityRoom,main,Utility Room,R_2-M-BU-ST
12834,PNT.SHW,UtilityRoom,"Seal & paint wood shelving, 12""- 24"" width",17,90.58,UtilityRoom,main,Utility Room,R_2-M-BU-ST
12835,FNC.SH16,UtilityRoom,"Shelving - 16"" - in place",17,235.63,UtilityRoom,main,Utility Room,R_2-M-BU-ST
12836,LIT.AV-,UtilityRoom,Light fixture - Standard grade,1,57.68,UtilityRoom,main,Utility Room,R_2-M-BU-ST
12837,FNH.DORH,UtilityRoom,Door knob - interior,1,57.56,UtilityRoom,main,Utility Room,R_2-M-BU-ST
12838,PNT.DOR,UtilityRoom,Paint door slab only - 2 coats (per side),2,93.44,UtilityRoom,main,Utility Room,R_2-M-BU-ST
12839,PNT.DORT,UtilityRoom,Paint door/window trim & jamb - 2 coats (per side),2,75.26,UtilityRoom,main,Utility Room,R_2-M-BU-ST
12840,DOR.AV,UtilityRoom,Interior door unit,1,438.11,UtilityRoom,main,Utility Room,R_2-M-BU-ST
12841,PNT.SP,UtilityRoom,Seal/prime (1 coat) then paint (1 coat) the surface area,257.33,302.62,UtilityRoom,main,Utility Room,R_2-M-BU-ST
12842,DRY.1/2,UtilityRoom,"1/2"" drywall - hung, taped, floated, ready for paint",257.33,824.49,UtilityRoom,main,Utility Room,R_2-M-BU-ST
12843,PNT.B,UtilityRoom,Paint baseboard - one coat,32.17,35.13,UtilityRoom,main,Utility Room,R_2-M-BU-ST
12844,FNC.B3,UtilityRoom,"Baseboard - 3 1/4""",32.17,197.65,UtilityRoom,main,Utility Room,R_2-M-BU-ST
12845,DRY.1/2,UtilityRoom,"1/2"" drywall - hung, taped, floated, ready for paint",63.9,204.73,UtilityRoom,main,Utility Room,R_2-M-BU-ST
12846,PNT.S,UtilityRoom,Seal the surface area w/latex based stain blocker - one coat,63.9,48.32,UtilityRoom,main,Utility Room,R_2-M-BU-ST
12847,PNT.P,UtilityRoom,Paint the surface area - one coat,63.9,52.91,UtilityRoom,main,Utility Room,R_2-M-BU-ST
12848,FCV.PLK,UtilityRoom,Vinyl plank flooring,13.42,91.64,UtilityRoom,main,Utility Room,R_2-M-BU-ST
12849,FCV.AV,UtilityRoom,Vinyl floor covering (sheet goods),14.7,104.42,UtilityRoom,main,Utility Room,R_2-M-BU-ST
12850,FCW.LAM,UtilityRoom,Snaplock Laminate - simulated wood flooring,14.38,94.21,UtilityRoom,main,Utility Room,R_2-M-BU-ST
12851,FCW.FIN,UtilityRoom,Sand & finish wood floor (natural finish),14.38,61.78,UtilityRoom,main,Utility Room,R_2-M-BU-ST
12852,FCW.AV,UtilityRoom,Oak flooring - #1 common - no finish,14.38,150.13,UtilityRoom,main,Utility Room,R_2-M-BU-ST
12853,FCC.PAD,UtilityRoom,Carpet pad,14.7,13.93,UtilityRoom,main,Utility Room,R_2-M-BU-ST
12854,FCC.AV,UtilityRoom,Carpet,14.7,94.03,UtilityRoom,main,Utility Room,R_2-M-BU-ST
12855,ELE.OS,WalkInCloset,Outlet,2,31.84,WalkInCloset,upper,Walk In Closet,R_2-M-BU-ST
12856,PNT.SHW,WalkInCloset,"Seal & paint wood shelving, 12""- 24"" width",17,90.58,WalkInCloset,upper,Walk In Closet,R_2-M-BU-ST
12857,FNC.SH16,WalkInCloset,"Shelving - 16"" - in place",17,235.63,WalkInCloset,upper,Walk In Closet,R_2-M-BU-ST
12858,FNC.CLROD,WalkInCloset,Closet rod,17,96.91,WalkInCloset,upper,Walk In Closet,R_2-M-BU-ST
12859,LIT.AV-,WalkInCloset,Light fixture - Standard grade,1,57.68,WalkInCloset,upper,Walk In Closet,R_2-M-BU-ST
